year,time_period,time_identifier,geographic_level,country_code,country_name,data_version,subject_name,characteristic_value,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved,entry_count
2001,200001,Academic year,National,E92000001,England,Final,Business studies,Male,z,10,32,58,79,91,17040
2002,200102,Academic year,National,E92000001,England,Final,Business studies,Male,z,10,30,58,82,96,18679
2003,200203,Academic year,National,E92000001,England,Final,Business studies,Male,z,12,34,62,86,97,19279
2004,200304,Academic year,National,E92000001,England,Final,Business studies,Male,z,14,37,65,87,97,18623
2005,200405,Academic year,National,E92000001,England,Final,Business studies,Male,z,15,39,68,89,98,17912
2006,200506,Academic year,National,E92000001,England,Final,Business studies,Male,z,16,41,69,89,98,17801
2007,200607,Academic year,National,E92000001,England,Final,Business studies,Male,z,17,43,72,90,98,17454
2008,200708,Academic year,National,E92000001,England,Final,Business studies,Male,z,17,44,73,92,99,17592
2009,200809,Academic year,National,E92000001,England,Final,Business studies,Male,z,18,46,74,92,99,18208
2010,200910,Academic year,National,E92000001,England,Final,Business studies,Male,4,16,43,73,92,99,18434
2011,201011,Academic year,National,E92000001,England,Final,Business studies,Male,4,16,43,73,92,99,17173
2012,201112,Academic year,National,E92000001,England,Final,Business studies,Male,3,15,43,73,92,99,16222
2013,201213,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,42,73,92,99,15956
2014,201314,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,41,72,91,98,15032
2015,201415,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,41,72,91,99,14482
2016,201516,Academic year,National,E92000001,England,Final,Business studies,Male,3,13,41,72,91,99,14980
2017,201617,Academic year,National,E92000001,England,Final,Business studies,Male,3,14,43,75,92,98,16280
2018,201718,Academic year,National,E92000001,England,Revised,Business studies,Male,3,14.3,44.7,74.9,91.8,97.9,17798
2019,201819,Academic year,National,E92000001,England,Revised,Business studies,Male,2.8,13.7,43.2,74.1,91.4,97.6,18488
2020,201920,Academic year,National,E92000001,England,Final,Business studies,Male,5.6,23,54.7,84.7,96.7,99.6,19688
2021,202021,Academic year,National,E92000001,England,Final,Business studies,Male,8.4,28.7,59.3,85.2,95.8,99.4,20560
2022,202122,Academic year,National,E92000001,England,Revised,Business studies,Male,6.7,23.7,59.4,83.5,94.6,98.4,23001
2023,202223,Academic year,National,E92000001,England,Revised,Business studies,Male,3.5,14.4,45.2,74.5,91.4,97.5,24481
2024,202324,Academic year,National,E92000001,England,Revised,Business studies,Male,3.6,14.4,44.3,74.1,91.3,97.6,24657
2025,202425,Academic year,National,E92000001,England,Provisional,Business studies,Male,3.8,15.2,47.1,76.7,92.4,97.8,24926
1996,199596,Academic year,National,E92000001,England,Final,Chemistry,All students,z,20,41,60,75,87,34677
1997,199697,Academic year,National,E92000001,England,Final,Chemistry,All students,z,21,43,61,76,88,36429
1998,199798,Academic year,National,E92000001,England,Final,Chemistry,All students,z,24,45,63,78,89,37103
1999,199899,Academic year,National,E92000001,England,Final,Chemistry,All students,z,25,46,65,80,91,35831
2000,199900,Academic year,National,E92000001,England,Final,Chemistry,All students,z,26,48,66,81,91,35290
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,All students,z,26,48,67,81,92,33871
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,All students,z,28,51,71,85,95,32324
2003,200203,Academic year,National,E92000001,England,Final,Chemistry,All students,z,29,53,72,87,96,31065
2004,200304,Academic year,National,E92000001,England,Final,Chemistry,All students,z,30,55,74,88,97,32130
2005,200405,Academic year,National,E92000001,England,Final,Chemistry,All students,z,30,55,74,88,97,33164
2006,200506,Academic year,National,E92000001,England,Final,Chemistry,All students,z,32,56,75,88,97,34534
2007,200607,Academic year,National,E92000001,England,Final,Chemistry,All students,z,33,57,76,89,97,35077
2008,200708,Academic year,National,E92000001,England,Final,Chemistry,All students,z,34,59,77,90,97,36328
2009,200809,Academic year,National,E92000001,England,Final,Chemistry,All students,z,35,59,77,89,98,37141
2010,200910,Academic year,National,E92000001,England,Final,Chemistry,All students,9,34,59,78,90,98,40379
2011,201011,Academic year,National,E92000001,England,Final,Chemistry,All students,10,34,60,79,91,98,43249
2012,201112,Academic year,National,E92000001,England,Final,Chemistry,All students,9,35,61,80,92,99,44729
2013,201213,Academic year,National,E92000001,England,Final,Chemistry,All students,8,34,61,80,92,99,47319
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,All students,9,33,60,79,91,99,47144
2015,201415,Academic year,National,E92000001,England,Final,Chemistry,All students,10,33,60,79,92,99,46625
2016,201516,Academic year,National,E92000001,England,Final,Chemistry,All students,9,33,59,78,91,98,45434
2017,201617,Academic year,National,E92000001,England,Final,Chemistry,All students,9,32,56,76,90,97,46745
2018,201718,Academic year,National,E92000001,England,Revised,Chemistry,All students,8.5,31,54.1,74.1,88.7,96.6,49017
2019,201819,Academic year,National,E92000001,England,Revised,Chemistry,All students,7.5,29,51.9,71.8,86.9,96,53765
2020,201920,Academic year,National,E92000001,England,Final,Chemistry,All students,14,41.4,66.1,85.4,95.4,99.3,53288
2021,202021,Academic year,National,E92000001,England,Final,Chemistry,All students,18.5,46.8,69.1,85.3,94.4,99.2,54886
2022,202122,Academic year,National,E92000001,England,Revised,Chemistry,All students,14,38.6,58.9,75.8,89,97.3,53152
2023,202223,Academic year,National,E92000001,England,Revised,Chemistry,All students,9.3,31.7,53.4,71.3,85.8,95.7,55517
2024,202324,Academic year,National,E92000001,England,Revised,Chemistry,All students,9.9,33,55.7,73.7,86.9,95.7,56808
2025,202425,Academic year,National,E92000001,England,Provisional,Chemistry,All students,9.5,32.8,55.8,74.2,87.7,95.9,57250
1996,199596,Academic year,National,E92000001,England,Final,Chemistry,Female,z,21,42,61,76,87,15127
1997,199697,Academic year,National,E92000001,England,Final,Chemistry,Female,z,22,43,62,77,89,16148
1998,199798,Academic year,National,E92000001,England,Final,Chemistry,Female,z,24,46,64,79,90,16971
1999,199899,Academic year,National,E92000001,England,Final,Chemistry,Female,z,25,48,67,82,92,16873
2000,199900,Academic year,National,E92000001,England,Final,Chemistry,Female,z,27,50,69,83,92,17037
2001,200001,Academic year,National,E92000001,England,Final,Chemistry,Female,z,27,50,69,83,92,16747
2002,200102,Academic year,National,E92000001,England,Final,Chemistry,Female,z,30,54,73,87,96,16392
2003,200203,Academic year,National,E92000001,England,Final,Chemistry,Female,z,31,56,75,88,97,15941
2004,200304,Academic year,National,E92000001,England,Final,Chemistry,Female,z,31,57,76,89,97,16289
2005,200405,Academic year,National,E92000001,England,Final,Chemistry,Female,z,31,57,76,89,97,16380
2006,200506,Academic year,National,E92000001,England,Final,Chemistry,Female,z,33,58,77,90,98,16814
2007,200607,Academic year,National,E92000001,England,Final,Chemistry,Female,z,33,59,77,90,98,17406
2008,200708,Academic year,National,E92000001,England,Final,Chemistry,Female,z,34,60,79,91,98,17703
2009,200809,Academic year,National,E92000001,England,Final,Chemistry,Female,z,35,61,79,91,98,17981
2010,200910,Academic year,National,E92000001,England,Final,Chemistry,Female,9,34,60,79,91,98,19255
2011,201011,Academic year,National,E92000001,England,Final,Chemistry,Female,9,34,60,80,92,99,20431
2012,201112,Academic year,National,E92000001,England,Final,Chemistry,Female,8,35,63,82,93,99,21095
2013,201213,Academic year,National,E92000001,England,Final,Chemistry,Female,8,33,62,81,93,99,22766
2014,201314,Academic year,National,E92000001,England,Final,Chemistry,Female,9,33,60,80,92,99,22823
2015,201415,Academic year,National,E92000001,England,Final,Chemistry,Female,8,32,59,79,92,99,22940
2016,201516,Academic year,National,E92000001,England,Final,Chemistry,Female,8,32,59,78,91,99,22709
2017,201617,Academic year,National,E92000001,England,Final,Chemistry,Female,7,30,55,75,90,97,23736
2018,201718,Academic year,National,E92000001,England,Revised,Chemistry,Female,7.4,29,52.6,73.3,88.5,96.6,25887
